Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
6/3/2025,23:55,U31135,Berlin,Vacation vibes in Berlin! Brandenburg Gate in sunlight made it unforgettable.,Positive,429000,2706,262812,Brandenburg Gate in sunlight,Leisure
7/6/2025,3:54,U99427,Barcelona,Quick trip to Barcelona for work – still managed to catch this: tapas on a patio table.,Neutral,75521,637,46586.6,Tapas on a patio table,Business
6/4/2025,8:22,U59431,Seoul,Quick trip to Seoul for work – still managed to catch this: night view of n seoul tower.,Neutral,388247,2764,238476.2,Night view of N Seoul Tower,Business
6/9/2025,2:44,U60222,Athens,Thrill-seeking in Athens! Rooftop taverna with Acropolis view was the highlight.,Positive,402455,3382,248237,Rooftop taverna with Acropolis view,Adventure
7/14/2025,18:42,U69223,Rio de Janeiro,Relaxing in Rio de Janeiro with views like this: samba dancers at carnival.,Neutral,32082,2346,23941.2,Samba dancers at Carnival,Leisure
6/16/2025,20:03,U87636,Brussels,Vacation vibes in Brussels! Grand Place at night made it unforgettable.,Positive,374967,3415,231810.2,Grand Place at night,Leisure
6/19/2025,16:16,U71859,Toronto,Quick trip to Toronto for work – still managed to catch this: snow-covered sidewalks downtown.,Neutral,27444,4873,26212.4,Snow-covered sidewalks downtown,Business
7/8/2025,22:40,U53939,Kuala Lumpur,Quick trip to Kuala Lumpur for work – still managed to catch this: batu caves steps and statues.,Positive,437878,4827,272380.8,Batu Caves steps and statues,Business
7/12/2025,14:51,U51064,Glasgow,Quick trip to Glasgow for work – still managed to catch this: pub crowd during football match.,Positive,26604,4840,25642.4,Pub crowd during football match,Business
7/6/2025,17:21,U95286,Istanbul,Exploring the beauty of Istanbul – bosporus ferry ride.,Positive,199225,1239,122013,Bosporus ferry ride,Leisure
6/26/2025,4:55,U90195,Beijing,Business isn’t all boring – check out forbidden city red gates in Beijing.,Negative,285332,4710,180619.2,Forbidden City red gates,Business
6/24/2025,21:54,U18469,Berlin,Relaxing in Berlin with views like this: street musicians in alexanderplatz.,Positive,436762,4647,271351.2,Street musicians in Alexanderplatz,Leisure
5/31/2025,19:01,U95808,London,Adrenaline + views = London. Loved big ben in the rain!,Neutral,198981,889,121166.6,Big Ben in the rain,Adventure
6/20/2025,19:13,U35490,Rio de Janeiro,Business isn’t all boring – check out christ the redeemer statue view in Rio de Janeiro.,Positive,452476,786,273057.6,Christ the Redeemer statue view,Business
7/1/2025,12:06,U69335,Buenos Aires,Vacation vibes in Buenos Aires! Colorful Caminito buildings made it unforgettable.,Negative,162856,2330,102373.6,Colorful Caminito buildings,Leisure
7/9/2025,17:55,U13398,Kuala Lumpur,Quick trip to Kuala Lumpur for work – still managed to catch this: local night market stalls.,Neutral,95587,3621,64594.2,Local night market stalls,Business
6/4/2025,20:07,U12209,Paris,Relaxing in Paris with views like this: street artist at montmartre.,Positive,317937,3605,197972.2,Street artist at Montmartre,Leisure
7/1/2025,22:35,U85949,Iceland,Thrill-seeking in Iceland! Northern lights over glacier was the highlight.,Neutral,157643,846,96277.8,Northern lights over glacier,Adventure
7/27/2025,15:22,U42041,Mexico City,"Between meetings in Mexico City, took a moment to enjoy frida kahlo's casa azul.",Negative,191337,1735,118272.2,Frida Kahlo's Casa Azul,Business
6/24/2025,16:49,U80078,Amman,Exploring the beauty of Amman – roman amphitheater with crowd.,Positive,108303,1533,68047.8,Roman amphitheater with crowd,Leisure
6/12/2025,22:42,U56369,Lisbon,Adventuring through Lisbon – just look at tram 28 on cobblestone streets!,Positive,9115,4193,13855,Tram 28 on cobblestone streets,Adventure
6/27/2025,11:29,U38692,Seoul,Business isn’t all boring – check out night view of n seoul tower in Seoul.,Neutral,30226,3143,24421.6,Night view of N Seoul Tower,Business
6/1/2025,0:41,U38003,Warsaw,Adventuring through Warsaw – just look at colorful buildings in old town!,Positive,356547,671,215270.2,Colorful buildings in Old Town,Adventure
6/1/2025,21:47,U74119,Riga,Vacation vibes in Riga! Freedom Monument with tourists made it unforgettable.,Positive,317496,2699,195895.6,Freedom Monument with tourists,Leisure
6/4/2025,17:07,U79726,Rome,Relaxing in Rome with views like this: pasta served in a small trattoria.,Positive,260448,770,157808.8,Pasta served in a small trattoria,Leisure
6/9/2025,11:48,U38516,Tel Aviv,Business isn’t all boring – check out beachfront with volleyball players in Tel Aviv.,Positive,303747,1034,184316.2,Beachfront with volleyball players,Business
5/30/2025,4:32,U79213,Reykjavik,Vacation vibes in Reykjavik! Geothermal pool steam rising made it unforgettable.,Positive,361792,4927,226929.2,Geothermal pool steam rising,Leisure
6/26/2025,14:32,U87659,Vancouver,Relaxing in Vancouver with views like this: stanley park seawall walk.,Positive,191795,3513,122103,Stanley Park seawall walk,Leisure
6/27/2025,17:13,U77900,Brussels,"Between meetings in Brussels, took a moment to enjoy atomium reflecting in water.",Positive,225543,765,136855.8,Atomium reflecting in water,Business
7/8/2025,13:36,U12217,Cape Town,"Between meetings in Cape Town, took a moment to enjoy top of table mountain view.",Neutral,341786,2204,209479.6,Top of Table Mountain view,Business
7/14/2025,17:58,U86331,Auckland,Adventuring through Auckland – just look at sky tower above marina!,Positive,254973,4784,162551.8,Sky Tower above marina,Adventure
7/3/2025,8:39,U49385,Rio de Janeiro,Thrill-seeking in Rio de Janeiro! Christ the Redeemer statue view was the highlight.,Positive,363178,1866,221638.8,Christ the Redeemer statue view,Adventure
7/11/2025,15:56,U13743,Warsaw,"Between meetings in Warsaw, took a moment to enjoy royal castle courtyard.",Positive,218849,1790,134889.4,Royal Castle courtyard,Business
7/24/2025,1:11,U44701,Amman,Exploring the beauty of Amman – rainbow street cafés.,Positive,330914,966,200480.4,Rainbow Street cafés,Leisure
7/7/2025,15:34,U59628,Stockholm,Relaxing in Stockholm with views like this: gamla stan alleyways.,Positive,349644,4893,219572.4,Gamla Stan alleyways,Leisure
6/30/2025,12:41,U19224,Bali,Adventuring through Bali – just look at sunset surfer at uluwatu!,Neutral,479810,3415,294716,Sunset surfer at Uluwatu,Adventure
7/1/2025,4:26,U75100,Vienna,Vacation vibes in Vienna! Horse-drawn carriage in old town made it unforgettable.,Neutral,101068,1357,63354.8,Horse-drawn carriage in old town,Leisure
6/12/2025,9:55,U60338,Doha,Relaxing in Doha with views like this: museum of islamic art on the water.,Positive,418219,444,251819.4,Museum of Islamic Art on the water,Leisure
7/27/2025,20:47,U96737,Vancouver,Exploring the beauty of Vancouver – sunset kayak on the inlet.,Negative,406315,3438,250665,Sunset kayak on the inlet,Leisure
6/27/2025,11:20,U19456,Los Angeles,Relaxing in Los Angeles with views like this: taco stand at night.,Positive,297857,339,179392.2,Taco stand at night,Leisure
6/19/2025,2:15,U25969,Iceland,"Between meetings in Iceland, took a moment to enjoy waterfall crashing down cliffs.",Positive,102010,54,61314,Waterfall crashing down cliffs,Business
7/15/2025,0:01,U39733,Warsaw,Adrenaline + views = Warsaw. Loved royal castle courtyard!,Positive,189721,2644,119120.6,Royal Castle courtyard,Adventure
6/2/2025,0:04,U14912,Brussels,Quick trip to Brussels for work – still managed to catch this: grand place at night.,Neutral,332504,4287,208076.4,Grand Place at night,Business
7/11/2025,8:30,U80249,Moscow,Adrenaline + views = Moscow. Loved red square with tourists!,Positive,487642,2411,297407.2,Red Square with tourists,Adventure
6/28/2025,13:09,U33583,Tallinn,Relaxing in Tallinn with views like this: medieval towers and stone walls.,Positive,221274,755,134274.4,Medieval towers and stone walls,Leisure
6/29/2025,21:36,U28411,Iceland,Vacation vibes in Iceland! Waterfall crashing down cliffs made it unforgettable.,Neutral,163866,3954,106227.6,Waterfall crashing down cliffs,Leisure
7/23/2025,9:12,U98536,Tallinn,"Between meetings in Tallinn, took a moment to enjoy christmas market in town hall square.",Neutral,399170,4218,247938,Christmas market in Town Hall Square,Business
6/19/2025,19:13,U25483,Warsaw,Quick trip to Warsaw for work – still managed to catch this: colorful buildings in old town.,Positive,136531,3368,88654.6,Colorful buildings in Old Town,Business
7/6/2025,15:36,U99961,Lima,Adrenaline + views = Lima. Loved colonial architecture in center!,Positive,130552,845,80021.2,Colonial architecture in center,Adventure
7/18/2025,14:09,U54009,Santiago,Adventuring through Santiago – just look at andes behind the skyline!,Neutral,244610,3787,154340,Andes behind the skyline,Adventure
7/11/2025,12:20,U18009,Toronto,"Between meetings in Toronto, took a moment to enjoy snow-covered sidewalks downtown.",Positive,137593,1122,84799.8,Snow-covered sidewalks downtown,Business
7/28/2025,10:13,U61918,Rome,Thrill-seeking in Rome! Pasta served in a small trattoria was the highlight.,Neutral,89574,926,55596.4,Pasta served in a small trattoria,Adventure
6/3/2025,22:48,U81745,New York,Adrenaline + views = New York. Loved times square crowd at night!,Positive,493130,4035,303948,Times Square crowd at night,Adventure
7/7/2025,1:26,U71493,Santorini,Exploring the beauty of Santorini – blue-domed churches on cliffside.,Positive,16494,2310,14516.4,Blue-domed churches on cliffside,Leisure
6/17/2025,1:40,U96528,Tel Aviv,Exploring the beauty of Tel Aviv – beachfront with volleyball players.,Neutral,228733,4708,146655.8,Beachfront with volleyball players,Leisure
6/11/2025,19:31,U76772,Doha,Adventuring through Doha – just look at museum of islamic art on the water!,Negative,455854,100,273712.4,Museum of Islamic Art on the water,Adventure
6/3/2025,21:08,U42778,Istanbul,Business isn’t all boring – check out bosporus ferry ride in Istanbul.,Negative,103299,650,63279.4,Bosporus ferry ride,Business
6/9/2025,1:59,U71351,Munich,Relaxing in Munich with views like this: marienplatz christmas market.,Positive,207538,3081,130684.8,Marienplatz Christmas market,Leisure
6/23/2025,15:47,U14286,Berlin,Relaxing in Berlin with views like this: berlin wall graffiti.,Positive,76168,4593,54886.8,Berlin Wall graffiti,Leisure
5/29/2025,19:10,U32775,Prague,Business isn’t all boring – check out vltava river reflections at night in Prague.,Positive,259097,3408,162274.2,Vltava River reflections at night,Business
7/14/2025,22:39,U99971,Copenhagen,Business isn’t all boring – check out bicycles along cobbled street in Copenhagen.,Neutral,120689,4288,80989.4,Bicycles along cobbled street,Business
6/14/2025,22:30,U51515,Santiago,"Between meetings in Santiago, took a moment to enjoy andes behind the skyline.",Positive,174812,3122,111131.2,Andes behind the skyline,Business
6/5/2025,23:39,U42833,Bangkok,Exploring the beauty of Bangkok – floating market boats.,Positive,334171,1578,203658.6,Floating market boats,Leisure
7/20/2025,5:11,U55980,Riga,Exploring the beauty of Riga – old town church towers.,Negative,387282,4181,240731.2,Old town church towers,Leisure
7/4/2025,2:51,U24336,Jakarta,Vacation vibes in Jakarta! National Monument in central park made it unforgettable.,Positive,185541,2500,116324.6,National Monument in central park,Leisure
6/22/2025,0:25,U54170,Zurich,Adrenaline + views = Zurich. Loved conference center interior!,Positive,40475,3018,30321,Conference center interior,Adventure
7/26/2025,22:19,U95062,Bangkok,Exploring the beauty of Bangkok – floating market boats.,Positive,492110,146,295558,Floating market boats,Leisure
6/28/2025,3:54,U41535,Santorini,Exploring the beauty of Santorini – blue-domed churches on cliffside.,Positive,346046,4537,216701.6,Blue-domed churches on cliffside,Leisure
6/10/2025,10:44,U52377,Paris,Vacation vibes in Paris! Street artist at Montmartre made it unforgettable.,Neutral,493080,1886,299620,Street artist at Montmartre,Leisure
7/8/2025,4:56,U12504,Iceland,Relaxing in Iceland with views like this: northern lights over glacier.,Neutral,228364,2750,142518.4,Northern lights over glacier,Leisure
5/30/2025,7:48,U25348,Cusco,Vacation vibes in Cusco! Stone streets of Inca city made it unforgettable.,Neutral,153482,3008,98105.2,Stone streets of Inca city,Leisure
6/29/2025,23:39,U66712,Cusco,Business isn’t all boring – check out alpacas near mountain trail in Cusco.,Negative,258187,3826,162564.2,Alpacas near mountain trail,Business
7/8/2025,20:53,U57546,Vancouver,"Between meetings in Vancouver, took a moment to enjoy stanley park seawall walk.",Positive,151793,852,92779.8,Stanley Park seawall walk,Business
7/2/2025,7:51,U16787,Beijing,Adventuring through Beijing – just look at beijing duck in a traditional setting!,Positive,442519,24,265559.4,Beijing duck in a traditional setting,Adventure
7/9/2025,20:20,U97394,Brussels,Adrenaline + views = Brussels. Loved grand place at night!,Positive,231247,3894,146536.2,Grand Place at night,Adventure
7/6/2025,14:18,U18619,Riga,Quick trip to Riga for work – still managed to catch this: old town church towers.,Positive,289250,392,174334,Old town church towers,Business
7/17/2025,16:43,U97184,Athens,Relaxing in Athens with views like this: rooftop taverna with acropolis view.,Negative,119440,278,72220,Rooftop taverna with Acropolis view,Leisure
6/12/2025,15:45,U99264,Budapest,Quick trip to Budapest for work – still managed to catch this: chain bridge at night.,Neutral,347098,1893,212044.8,Chain Bridge at night,Business
7/23/2025,6:33,U98196,Copenhagen,Vacation vibes in Copenhagen! Little Mermaid statue by sea made it unforgettable.,Positive,119436,1843,75347.6,Little Mermaid statue by sea,Leisure
7/11/2025,17:46,U17790,London,Exploring the beauty of London – big ben in the rain.,Negative,471278,2132,287030.8,Big Ben in the rain,Leisure
6/18/2025,0:28,U20382,Berlin,Exploring the beauty of Berlin – street musicians in alexanderplatz.,Positive,58824,3025,41344.4,Street musicians in Alexanderplatz,Leisure
6/16/2025,15:56,U51119,Bali,Quick trip to Bali for work – still managed to catch this: rice terraces in ubud.,Neutral,471282,2790,288349.2,Rice terraces in Ubud,Business
7/22/2025,1:44,U37918,Abu Dhabi,"Between meetings in Abu Dhabi, took a moment to enjoy date palms and desert dunes.",Positive,489556,2173,298079.6,Date palms and desert dunes,Business
7/20/2025,11:48,U48466,Santiago,Relaxing in Santiago with views like this: plaza de armas with street artists.,Positive,469228,3356,288248.8,Plaza de Armas with street artists,Leisure
6/20/2025,4:49,U54505,Rome,Thrill-seeking in Rome! Pasta served in a small trattoria was the highlight.,Neutral,430523,1204,260721.8,Pasta served in a small trattoria,Adventure
6/27/2025,20:12,U22269,Toronto,Thrill-seeking in Toronto! Snow-covered sidewalks downtown was the highlight.,Positive,283802,462,171205.2,Snow-covered sidewalks downtown,Adventure
6/12/2025,12:00,U60918,Los Angeles,"Between meetings in Los Angeles, took a moment to enjoy hollywood sign from afar.",Neutral,242146,2036,149359.6,Hollywood sign from afar,Business
6/8/2025,20:18,U70365,Prague,Adventuring through Prague – just look at charles bridge at sunrise!,Positive,382193,3829,236973.8,Charles Bridge at sunrise,Adventure
7/2/2025,7:15,U60887,Dubai,Adventuring through Dubai – just look at desert safari ride!,Positive,155742,2090,97625.2,Desert safari ride,Adventure
7/20/2025,15:14,U78059,Reykjavik,Adrenaline + views = Reykjavik. Loved geothermal pool steam rising!,Positive,480179,1612,291331.4,Geothermal pool steam rising,Adventure
5/30/2025,1:41,U89787,Doha,Adrenaline + views = Doha. Loved museum of islamic art on the water!,Positive,348098,3961,216780.8,Museum of Islamic Art on the water,Adventure
6/1/2025,11:52,U41498,Beijing,Business isn’t all boring – check out the great wall winding over hills in Beijing.,Negative,49138,34,29550.8,The Great Wall winding over hills,Business
6/23/2025,12:06,U10266,Venice,Quick trip to Venice for work – still managed to catch this: gondolas on grand canal.,Negative,242360,1965,149346,Gondolas on Grand Canal,Business
6/3/2025,4:29,U55990,Sydney,Adventuring through Sydney – just look at surfing at bondi beach!,Neutral,93841,311,56926.6,Surfing at Bondi Beach,Adventure
6/8/2025,8:59,U68054,Doha,Adventuring through Doha – just look at skyline with dhow boat!,Positive,7410,2705,9856,Skyline with dhow boat,Adventure
6/20/2025,23:31,U28458,Berlin,Adventuring through Berlin – just look at brandenburg gate in sunlight!,Negative,182620,4109,117790,Brandenburg Gate in sunlight,Adventure
7/28/2025,5:56,U32692,Prague,Adrenaline + views = Prague. Loved charles bridge at sunrise!,Positive,450567,4242,278824.2,Charles Bridge at sunrise,Adventure
7/21/2025,9:50,U96356,Zurich,Quick trip to Zurich for work – still managed to catch this: trams in old town.,Positive,436516,1630,265169.6,Trams in old town,Business
7/10/2025,14:04,U16898,Paris,Vacation vibes in Paris! Eiffel Tower lit at night made it unforgettable.,Positive,345424,2430,212114.4,Eiffel Tower lit at night,Leisure
6/3/2025,15:27,U12648,Prague,Adventuring through Prague – just look at vltava river reflections at night!,Positive,180506,1112,110527.6,Vltava River reflections at night,Adventure
7/6/2025,12:48,U11884,Prague,Adventuring through Prague – just look at charles bridge at sunrise!,Neutral,365053,2655,224341.8,Charles Bridge at sunrise,Adventure
6/19/2025,10:16,U92951,Moscow,Vacation vibes in Moscow! Moscow Metro ornate station made it unforgettable.,Positive,19049,3281,17991.4,Moscow Metro ornate station,Leisure
6/29/2025,4:15,U66368,Jakarta,Quick trip to Jakarta for work – still managed to catch this: food stalls at night.,Neutral,218390,1102,133238,Food stalls at night,Business
7/24/2025,11:03,U34374,Doha,Vacation vibes in Doha! Skyline with dhow boat made it unforgettable.,Positive,400564,2634,245606.4,Skyline with dhow boat,Leisure
6/2/2025,14:29,U22174,Paris,Relaxing in Paris with views like this: eiffel tower lit at night.,Negative,340516,2836,209981.6,Eiffel Tower lit at night,Leisure
6/15/2025,9:52,U61772,Zagreb,Relaxing in Zagreb with views like this: café tables in pedestrian zone.,Neutral,53698,677,33572.8,Café tables in pedestrian zone,Leisure
7/27/2025,18:48,U71619,Istanbul,Business isn’t all boring – check out bosporus ferry ride in Istanbul.,Positive,137270,3907,90176,Bosporus ferry ride,Business
5/30/2025,0:07,U67943,Seoul,Adrenaline + views = Seoul. Loved night view of n seoul tower!,Positive,145191,4028,95170.6,Night view of N Seoul Tower,Adventure
7/4/2025,16:21,U39991,Sydney,Thrill-seeking in Sydney! Surfing at Bondi Beach was the highlight.,Negative,98347,972,60952.2,Surfing at Bondi Beach,Adventure
6/27/2025,17:57,U20043,London,"Between meetings in London, took a moment to enjoy london eye over the thames.",Positive,27107,3635,23534.2,London Eye over the Thames,Business
7/4/2025,17:24,U14136,Beijing,Business isn’t all boring – check out forbidden city red gates in Beijing.,Positive,89999,2935,59869.4,Forbidden City red gates,Business
6/3/2025,17:16,U60999,Cairo,Thrill-seeking in Cairo! Camel riders at sunset was the highlight.,Positive,253915,1911,156171,Camel riders at sunset,Adventure
7/19/2025,22:56,U67554,Lisbon,Thrill-seeking in Lisbon! Tram 28 on cobblestone streets was the highlight.,Negative,349995,4452,218901,Tram 28 on cobblestone streets,Adventure
7/12/2025,3:00,U20025,Helsinki,Exploring the beauty of Helsinki – white helsinki cathedral.,Positive,309359,977,187569.4,White Helsinki Cathedral,Leisure
7/11/2025,8:10,U66301,New York,Business isn’t all boring – check out times square crowd at night in New York.,Positive,490686,4224,302859.6,Times Square crowd at night,Business
7/2/2025,13:26,U23586,Helsinki,Exploring the beauty of Helsinki – white helsinki cathedral.,Positive,172777,4608,112882.2,White Helsinki Cathedral,Leisure
7/9/2025,17:49,U74489,Venice,Thrill-seeking in Venice! Bridge of Sighs at dusk was the highlight.,Positive,252363,1386,154189.8,Bridge of Sighs at dusk,Adventure
7/26/2025,5:35,U66476,Warsaw,Business isn’t all boring – check out royal castle courtyard in Warsaw.,Positive,146913,4438,97023.8,Royal Castle courtyard,Business
7/16/2025,0:19,U72698,Stockholm,"Between meetings in Stockholm, took a moment to enjoy royal palace changing of guards.",Positive,351759,679,212413.4,Royal Palace changing of guards,Business
6/28/2025,2:28,U16887,Paris,Exploring the beauty of Paris – street artist at montmartre.,Positive,344911,4241,215428.6,Street artist at Montmartre,Leisure
7/14/2025,10:07,U96379,Athens,Adventuring through Athens – just look at columns of the temple of olympian zeus!,Positive,158517,963,97036.2,Columns of the Temple of Olympian Zeus,Adventure
6/2/2025,22:00,U94001,Manila,Adrenaline + views = Manila. Loved jeepneys on crowded street!,Positive,307125,2984,190243,Jeepneys on crowded street,Adventure
7/14/2025,5:20,U80216,Nairobi,Vacation vibes in Nairobi! Safari jeep with giraffes made it unforgettable.,Negative,190972,1863,118309.2,Safari jeep with giraffes,Leisure
6/23/2025,4:55,U10165,Athens,Thrill-seeking in Athens! Columns of the Temple of Olympian Zeus was the highlight.,Negative,299170,2659,184820,Columns of the Temple of Olympian Zeus,Adventure
6/21/2025,4:22,U95415,Paris,"Between meetings in Paris, took a moment to enjoy eiffel tower lit at night.",Positive,407219,745,245821.4,Eiffel Tower lit at night,Business
6/9/2025,0:18,U11915,Abu Dhabi,Exploring the beauty of Abu Dhabi – corniche waterfront walkway.,Negative,354537,3983,220688.2,Corniche waterfront walkway,Leisure
7/20/2025,17:39,U13355,Doha,Adrenaline + views = Doha. Loved souq waqif lantern shops!,Positive,493898,4081,304500.8,Souq Waqif lantern shops,Adventure
7/11/2025,14:41,U34282,Jakarta,Exploring the beauty of Jakarta – food stalls at night.,Positive,180693,2854,114123.8,Food stalls at night,Leisure
6/2/2025,15:58,U16284,Copenhagen,Vacation vibes in Copenhagen! Bicycles along cobbled street made it unforgettable.,Positive,354716,2178,217185.6,Bicycles along cobbled street,Leisure
6/6/2025,23:17,U91702,Santiago,Adrenaline + views = Santiago. Loved andes behind the skyline!,Neutral,425841,4873,265250.6,Andes behind the skyline,Adventure
6/23/2025,21:31,U12474,Brussels,Exploring the beauty of Brussels – waffles with whipped cream.,Positive,398022,645,240103.2,Waffles with whipped cream,Leisure
6/24/2025,7:25,U64563,Cairo,Vacation vibes in Cairo! Pyramids of Giza under hazy sky made it unforgettable.,Negative,235731,274,141986.6,Pyramids of Giza under hazy sky,Leisure
6/15/2025,0:18,U27211,Lima,"Between meetings in Lima, took a moment to enjoy colonial architecture in center.",Negative,124879,979,76885.4,Colonial architecture in center,Business
6/8/2025,15:58,U43089,Seoul,Quick trip to Seoul for work – still managed to catch this: palace guards in ceremonial dress.,Positive,201016,1622,123853.6,Palace guards in ceremonial dress,Business
7/2/2025,23:53,U74584,Toronto,Vacation vibes in Toronto! CN Tower from the harbor made it unforgettable.,Neutral,469031,4281,289980.6,CN Tower from the harbor,Leisure
6/15/2025,13:34,U64449,Brussels,Business isn’t all boring – check out grand place at night in Brussels.,Positive,54788,4215,41302.8,Grand Place at night,Business
6/8/2025,13:32,U72077,Bangkok,Relaxing in Bangkok with views like this: wat arun at sunset.,Neutral,148792,4734,98743.2,Wat Arun at sunset,Leisure
6/4/2025,7:57,U58147,Munich,Vacation vibes in Munich! Beer steins at Oktoberfest made it unforgettable.,Positive,222248,590,134528.8,Beer steins at Oktoberfest,Leisure
6/27/2025,17:15,U46725,Warsaw,Adrenaline + views = Warsaw. Loved palace of culture and science at night!,Neutral,471989,2971,289135.4,Palace of Culture and Science at night,Adventure
6/4/2025,15:42,U84450,Reykjavik,"Between meetings in Reykjavik, took a moment to enjoy geothermal pool steam rising.",Positive,440490,44,264382,Geothermal pool steam rising,Business
7/10/2025,7:26,U44258,Cairo,Thrill-seeking in Cairo! Ancient hieroglyphs inside tomb was the highlight.,Neutral,373595,4932,234021,Ancient hieroglyphs inside tomb,Adventure
6/14/2025,3:07,U14106,Sydney,Quick trip to Sydney for work – still managed to catch this: harbor bridge lights at night.,Positive,59850,4486,44882,Harbor Bridge lights at night,Business
6/30/2025,21:48,U58558,Budapest,Quick trip to Budapest for work – still managed to catch this: parliament building by the danube.,Positive,228042,2634,142093.2,Parliament building by the Danube,Business
6/7/2025,14:32,U22572,Budapest,Business isn’t all boring – check out thermal bath under steam in Budapest.,Positive,50873,4597,39717.8,Thermal bath under steam,Business
7/12/2025,12:43,U58857,London,Exploring the beauty of London – big ben in the rain.,Positive,298548,4944,189016.8,Big Ben in the rain,Leisure
6/29/2025,1:54,U59840,New York,Relaxing in New York with views like this: skyline from brooklyn bridge.,Neutral,407079,628,245503.4,Skyline from Brooklyn Bridge,Leisure
7/6/2025,23:56,U38191,Iceland,Vacation vibes in Iceland! Hot spring in snowy landscape made it unforgettable.,Neutral,64698,295,39408.8,Hot spring in snowy landscape,Leisure
7/2/2025,23:26,U34583,Riga,Vacation vibes in Riga! Old town church towers made it unforgettable.,Positive,226621,403,136778.6,Old town church towers,Leisure
7/18/2025,3:43,U65616,Prague,Quick trip to Prague for work – still managed to catch this: charles bridge at sunrise.,Positive,449230,4970,279478,Charles Bridge at sunrise,Business
6/15/2025,12:36,U31533,Santiago,Thrill-seeking in Santiago! Cerro San Cristóbal cable car was the highlight.,Positive,193831,3846,123990.6,Cerro San Cristóbal cable car,Adventure
7/7/2025,21:10,U94617,Vancouver,Exploring the beauty of Vancouver – sunset kayak on the inlet.,Negative,445548,4128,275584.8,Sunset kayak on the inlet,Leisure
6/29/2025,23:40,U14870,Doha,Business isn’t all boring – check out skyline with dhow boat in Doha.,Positive,391200,306,235332,Skyline with dhow boat,Business
7/19/2025,12:20,U60362,Nairobi,Relaxing in Nairobi with views like this: maasai warrior in traditional dress.,Negative,267287,1330,163032.2,Maasai warrior in traditional dress,Leisure
6/20/2025,20:31,U68546,Zurich,Thrill-seeking in Zurich! Trams in old town was the highlight.,Positive,238933,3046,149451.8,Trams in old town,Adventure
6/8/2025,7:48,U98153,Moscow,"Between meetings in Moscow, took a moment to enjoy moscow metro ornate station.",Positive,355142,370,213825.2,Moscow Metro ornate station,Business
6/9/2025,16:46,U62235,Dubai,Adventuring through Dubai – just look at burj khalifa from below!,Positive,217787,1661,133994.2,Burj Khalifa from below,Adventure
6/14/2025,6:40,U35465,Paris,Business isn’t all boring – check out eiffel tower lit at night in Paris.,Positive,423063,3598,261033.8,Eiffel Tower lit at night,Business
7/9/2025,6:26,U88108,Bangkok,Quick trip to Bangkok for work – still managed to catch this: street food vendor at night market.,Positive,185560,2521,116378,Street food vendor at night market,Business
6/21/2025,22:36,U58153,Sydney,Adrenaline + views = Sydney. Loved harbor bridge lights at night!,Neutral,254316,3689,159967.6,Harbor Bridge lights at night,Adventure
6/23/2025,19:18,U58411,Warsaw,Exploring the beauty of Warsaw – palace of culture and science at night.,Positive,92109,4255,63775.4,Palace of Culture and Science at night,Leisure
6/22/2025,15:57,U34459,Copenhagen,Business isn’t all boring – check out colorful houses in nyhavn in Copenhagen.,Positive,470341,3360,288924.6,Colorful houses in Nyhavn,Business
7/17/2025,6:45,U71391,Zurich,Thrill-seeking in Zurich! Trams in old town was the highlight.,Neutral,32570,155,19852,Trams in old town,Adventure
6/22/2025,3:18,U49736,Reykjavik,Thrill-seeking in Reykjavik! Sun Voyager sculpture by water was the highlight.,Negative,463304,1828,281638.4,Sun Voyager sculpture by water,Adventure
7/10/2025,5:47,U27144,Kuala Lumpur,Relaxing in Kuala Lumpur with views like this: local night market stalls.,Negative,99143,971,61427.8,Local night market stalls,Leisure
6/22/2025,5:46,U92435,Amman,Quick trip to Amman for work – still managed to catch this: roman amphitheater with crowd.,Neutral,288764,3824,180906.4,Roman amphitheater with crowd,Business
6/13/2025,23:16,U77640,Rome,Thrill-seeking in Rome! Street performer near the Pantheon was the highlight.,Positive,280830,4641,177780,Street performer near the Pantheon,Adventure
7/9/2025,9:22,U74357,Copenhagen,Thrill-seeking in Copenhagen! Colorful houses in Nyhavn was the highlight.,Negative,410539,938,248199.4,Colorful houses in Nyhavn,Adventure
6/1/2025,22:40,U21763,Tel Aviv,Business isn’t all boring – check out beachfront with volleyball players in Tel Aviv.,Positive,386190,3948,239610,Beachfront with volleyball players,Business
5/30/2025,13:23,U10214,Athens,Quick trip to Athens for work – still managed to catch this: rooftop taverna with acropolis view.,Positive,463046,3557,284941.6,Rooftop taverna with Acropolis view,Business
6/20/2025,8:13,U56141,Venice,Thrill-seeking in Venice! Piazza San Marco crowd was the highlight.,Neutral,464122,4685,287843.2,Piazza San Marco crowd,Adventure
6/3/2025,5:05,U23208,Rome,Quick trip to Rome for work – still managed to catch this: pasta served in a small trattoria.,Positive,282642,467,170519.2,Pasta served in a small trattoria,Business
5/31/2025,5:54,U23173,Lisbon,Vacation vibes in Lisbon! View from Miradouro da Senhora made it unforgettable.,Negative,65087,2564,44180.2,View from Miradouro da Senhora,Leisure
7/7/2025,9:06,U18155,Vancouver,Exploring the beauty of Vancouver – snow-capped mountains behind skyline.,Positive,353778,3127,218520.8,Snow-capped mountains behind skyline,Leisure
